mRNA/gene pair,Ensembl IDs,Caov3,COV362,TYK-nu,OVCAR-4,SNU-119,FU-OV-1,IGROV-1,HEY A8,JHOS-2,NIHOVCAR3,OV56 ,OVSAHO,RMUG-S,OV-90,A2780,KURAMOCHI,OVCAR-8
SCYL1,ENSG00000101191,4501.91,3535.29,2896.87,1773.9,1218.63,1055.12,926.591,1767.8,1918.54,1218.83,634.203,205.239,2466.57,1856.46,1843.46,881.733,1755.82
DIDO1,ENSG00000118482,5895.33,5484.59,5356.39,2951.62,6193.32,11846.5,12302.8,5435.04,5677.2,10174.6,3148.66,8598.29,6435.85,6637.34,7205.65,9355.86,5020.75
PHF3,ENSG00000131051,4830.66,2790.69,3002.69,1537.82,4991.67,9306.83,6140.88,5136.73,4672.13,8417.33,2237.62,3402.37,2206.41,5764.75,10072.8,9679.72,7262.97
RBM39,ENSG00000100461,5983.51,4087.95,5336.18,3995.44,5523.77,6875.2,7435.76,2049.01,2068.72,3634.26,1301.27,3540.07,2342.83,2629.73,6223.34,6877.42,2231.58
RBM23,ENSG00000115839,1067.31,573,185.732,346.072,51.1928,176.077,545.575,356.16,218.595,387.975,336.039,358.053,674.174,375.976,45.7373,255.612,587.766
RAB3GAP1,ENSG00000106554,4199.51,4073.29,4801.1,2467.56,4363.18,2740.67,826.178,3834.48,1549.21,1842.64,2658.05,438.314,4610.12,2325.33,5890.66,1214.47,1587.63
CHCHD3,ENSG00000125107,3623.57,2511.34,5051.6,5257.58,3412.47,5648.32,4708.99,1642.36,964.416,2815.83,1417.61,2167.98,1925.77,3008.34,3258.64,7575.2,4289.25
CNOT1,ENSG00000101752,5479.94,3778.15,9816.05,5540.27,8088.54,1910.52,3216.8,7816.1,5983.79,2819.93,4052.11,926.56,8257.65,6285.05,10846.2,3322.45,2361.86
MIB1,ENSG00000170633,2143.38,569.512,879.658,728.217,2086.33,1992.11,772.698,480.721,361.67,437.56,920.583,456.168,567.574,1166.17,2739.5,1094.77,1509.37
RNF34,ENSG00000073614,287.158,23.0955,456.477,29.1812,355.106,223.137,401.369,323.038,378.417,415.677,180.906,77.5515,19.7234,767.186,449.416,302.727,585.687
KDM5A,ENSG00000126012,421.525,394.739,1184.19,266.906,3880.61,1532.25,1321.1,1228.63,550.928,963.204,391.122,349.365,1026.73,917.356,492.04,1101.3,64.3218
KDM5C,ENSG00000012817,662.695,1214.47,495.045,272.858,2095.08,615.735,903.87,421.557,1174.77,3263.44,328.348,39.5463,1285.54,593.865,2033.36,1369.54,273.01
KDM5D,ENSG00000171174,450.259,276.879,459.945,239.81,735.451,206.503,789.711,217.198,388.981,1950.69,359.363,781.312,1281.89,993.254,915.459,1088.06,878.143
RBKS,ENSG00000167522,156.415,67.3573,466.753,51.947,248.515,210.098,36.7419,156.603,336.957,236.497,66.2826,92.754,479.405,123.461,527.351,240.902,173.394
ANKRD11,ENSG00000153113,327.261,322.369,996.525,235.523,1535.05,2725.34,3063.49,259.055,827.523,1382.32,680.186,599.111,984.125,937.086,3698.36,1905.81,556.652
CAST,ENSG00000124587,17541.9,5154.36,12575.7,6789.1,3260.09,2111.87,1967.69,18262.3,3447.14,6374.48,7089.28,639.613,13186.5,1971.57,1516.51,2132.53,16719
PEX6,ENSG00000136235,225.691,130.621,318.165,511.968,268.544,121.075,477.25,114.362,314.236,1084.6,138.987,396.067,791.675,738.164,120.296,681.585,205.67
GPNMB,ENSG00000140374,364.333,874.015,243.19,605.181,462.688,182.181,229.928,160.549,142.652,459.995,0,22.3089,136.022,148.328,26.5382,1.96326,275.694
ETFA,ENSG00000068383,7465.78,4173.65,2721.47,4341.27,2244.55,4265.36,6329.25,3304.74,3379.48,3569.68,2909.4,4523.87,8242.16,14529.5,2268.4,2367.68,3899.07
INPP5A,ENSG00000171848,508.248,135.843,818.18,334.62,1452.36,151.637,263.013,177,897.396,1205.03,252.088,52.5466,444.905,443.573,717.047,208.295,137.365
RRM2,ENSG00000048392,1902.78,2007.3,5366.84,508.128,535.309,269.274,391.767,937.463,517.104,408.771,369.868,50.2798,592.881,396.029,454.14,40.5142,766.686
RRM2B,ENSG00000106290,65.3272,139.45,385.337,189.992,878.628,218.294,388.298,5180.47,206.009,23.9085,127.098,212.755,215.967,431.344,1567.71,178.563,68.0989
TAF6,ENSG00000171475,2135.01,856.485,2829.57,579.359,2452.68,2203.66,1785.93,1590.29,1255.77,2053.14,784.627,742.008,741.205,2218.63,2535.31,3253.57,961.949
WIPF2,ENSG00000165671,1144.52,579.748,1391.42,418.253,665.478,470.995,945.536,1506.66,695.212,312.855,436.215,510.489,1272.64,2094.35,2539.39,405.696,517.315
NSD1,ENSG00000129083,162.328,459.463,618.462,420.152,4006.6,1218.16,987.924,872.615,2014.02,2603.96,968.933,903.466,476.78,1571.22,1050.36,1064.42,1228.5
COPB1,ENSG00000095564,11654.8,5822.67,13025.1,6326.07,5581.29,3382.27,3096.96,7154.04,8398.64,2868.82,3392.44,944.116,3434.76,4305.41,6521.11,1228.4,2634.19
BTAF1,ENSG00000144283,2170.5,1390.63,2051.37,2517.03,2058.28,1242.54,3821.13,2977.46,1133.54,1545.79,2042.32,979.134,1869.7,1525.44,4370.92,2306.86,573.287
PKP4,ENSG00000113649,223.662,422.598,519.153,563.687,2331.09,3777.29,1925.2,248.476,443.28,279.074,889.243,422.3,1788.19,670.894,2602.78,3230.35,680.227
TCERG1,ENSG00000105879,5342.54,5292.94,7458.96,6679.48,7824.54,8330.91,4867.41,2967.18,2190.25,3399.68,3559.34,5787.66,5154.55,2470.72,10348.5,7405.63,5898.5
CBLL1,ENSG00000117625,556.513,348.631,777.922,284.469,1144.15,1214.09,970.367,1069.47,165.896,404.333,351.61,738.425,147.052,1330.66,1118.77,558.911,495.871
RCOR3,ENSG00000089902,2167.73,1506.88,1012.56,750.821,2199.14,2419.27,2241,622.449,605.908,2252.76,720.377,2046.42,1308.53,1112.46,5085.91,5774.46,561.5
RCOR1,ENSG00000174173,1662.36,1633.01,1001.29,1118.83,1507.14,3406.54,2286.21,1027.36,1667.68,3187.09,1204.76,875.975,1699.71,2161.5,1781.34,867.321,846.257
TRMT10C,ENSG00000140262,6400.48,3966.17,5263.41,4161.39,4450.98,4712.4,2416.82,2590.51,1657.24,7106.35,2152.81,3483.15,2656.71,3980.63,1906.49,5604.53,1538.74
TCF12,ENSG00000184110,19.464,878.999,567.769,160.394,176.218,450.833,477.749,1021.43,311.515,1016.72,189.582,311.574,252.88,288.037,842.396,458.04,1721.01
EIF3C,ENSG00000118873,7614.42,7748.45,10819.1,7308.91,5347.96,3129.06,5679.05,4995.74,4065.04,3152.66,1869.16,777.572,4426.34,4872.48,5679.23,3158.55,2872.44
RAB3GAP2,ENSG00000156735,3577.68,4682.94,4882.42,2868.41,5025.69,1821.95,1267.01,3861.15,2059.03,2724.58,2210.7,658.728,3771.3,2876.06,3919.72,1142.78,1700.26
BAG4,ENSG00000154767,435.534,402.715,1209.26,607.704,1846.37,412.167,240.503,666.938,574.054,1855.21,516.893,357.4,546.807,489.043,528.171,87.3777,2670.87
XPC,ENSG00000125651,780.732,886.596,1131.7,909.333,1204,1547.59,6572.44,4079.55,1359.8,664.89,913.014,1701.35,1123.16,1420.96,1190.34,1498.6,226.397
GTF2F1,ENSG00000168264,2444.99,2157.38,2065.66,914.123,1673.51,1733.21,1973.15,2636.68,2368.02,1491.85,1132.13,374.569,737.76,739.182,5144.62,2534.79,3791.04
IRF2BP2,ENSG00000119669,1267.14,1480.45,2586.33,1689.65,1994.41,915.899,2110.8,2771.43,1032.71,2107.53,513.251,1129.11,792.594,1125.37,2650.91,3205.15,1430.55
IRF2BPL,ENSG00000170604,1026.18,1140.3,1107.92,1553.38,4258.15,1301.4,2432.82,1670.5,5483.99,10002.9,2989.19,2251.61,2944.16,1353.44,3688.33,3806.91,1207.2
IRF2BP1,ENSG00000111602,1153.22,1551.35,1241.6,3509.97,2970.77,3457.13,2141.78,1548.13,1602.18,2891.89,899.338,1555.79,2163.03,1590.76,2388.08,2236.24,2086.91
TIMELESS,ENSG00000161970,471.176,1023.82,749.342,361.869,453.671,490.06,807.297,747.809,478.218,1320.94,631.796,84.6522,320.921,372.521,544.781,242.689,203.868
RPL26,ENSG00000186635,3053.43,2496.24,6092.46,1897.32,4639.53,1271.84,1964.39,1789.47,1182.76,847.048,788.531,578.117,960.75,1934.38,3722.79,1570.75,800.214
ARAP1,ENSG00000172493,2293.87,1240.76,800.464,188.313,2426.46,500.369,557.084,4778.22,440.196,429.721,350.65,162.215,1458.9,1785.68,1040.75,1343.01,1480.8
AFF1,ENSG00000186566,218.965,146.844,283.242,140.775,548.544,827.612,382.222,235.893,285.598,716.983,1067.92,417.833,1768.17,548.797,290.902,2327.35,344.461
GPATCH8,ENSG00000180198,3785.27,1327.97,1450.37,2808.21,4644.57,3542.92,4050.16,3469.52,2299.34,4689.44,1756.93,1846.14,1375.59,2156.76,6549.95,3205.77,3565.02
RCC1,ENSG00000107796,6270.58,3225.68,3945.97,4523.24,4614.87,4920.51,4898.78,4202.42,2286.61,4728.51,2369.88,9876.1,4570.47,4846.82,3774.14,8244.57,6396.39
ACTA2,ENSG00000075624,76759.7,53015.6,67398.7,45828.4,54536.7,35344.5,32027.7,20236.1,20381.8,16815.2,23322,12298.1,23089.2,39773.2,42183.6,46675.8,33287.2
ACTB,ENSG00000131828,20082.4,13292.5,9601.13,9412.84,4810.23,8638.79,7966.37,11090,15217.7,13738,7057.06,4522.67,18228.3,34468.9,6384.6,10791.5,9486.72
PDHA1,ENSG00000071894,6102.51,6669.85,4093.69,3260.45,6026.71,7192.57,5945.95,2858.73,1783.01,2654.03,2643.75,5039.44,4098.52,5725.99,4461.48,10009.5,4335.78
CPSF1,ENSG00000144712,3326.52,2228.56,4253.41,2156.87,7720.4,4639.13,5005.72,2804.13,2589.04,3507.11,1593.87,1722.4,4218.47,3995.83,3143.48,3513.3,1947.58
CAND2,ENSG00000111530,3209.05,1017.24,1288.66,549.881,810.365,164.455,806.759,693.294,886.11,345.78,403.766,76.9635,173.685,639.985,497.656,172.94,243.019
CAND1,ENSG00000168827,5659.55,7125.64,10696.9,7384.66,8485.8,2485.8,5937.83,5436.3,8296.12,3422.43,5390.88,896.103,6418.08,5643.66,12618.5,3123.54,3791.33
GFM1,ENSG00000152894,6069.54,9334,8874.04,8497.28,11283,7561.02,3809.66,5219.94,5874.8,11138,2788.57,5909.02,4381.17,6296.38,5204.36,6251.87,2130.12
PTPRK,ENSG00000165097,1088.51,830.224,625.308,814.083,1612.44,2584.99,2956.59,740.856,1275.48,819.47,1751.42,733.709,2789.63,2328.89,108.151,1538.57,533.89
KDM1B,ENSG00000042429,486.406,613.697,1217.42,628.26,4193.64,450.001,548.702,986.84,522.321,1075.65,297.01,189.237,364.958,290.681,908.733,1151.12,162.266
MED17,ENSG00000171492,1090.4,1328.55,1108.83,842.175,1626.37,362.544,1809.03,2421.64,1296.86,1786.54,415.879,227.266,1562.72,1435.66,2258.5,1111.99,414.96
LRRC8D,ENSG00000136802,786.531,420.878,947.146,1398.23,1886.55,282.439,1338.16,997.976,1779.37,1995.29,1035.77,123.869,1860.51,1697.72,791.212,2948.39,182.444
LRRC8A,ENSG00000176619,659.313,968.203,1541.71,997.652,892.43,621.393,590.791,2114.96,1360.7,841.852,724.939,236.143,1068.38,919.066,295.331,550.983,129.025
LMNB2,ENSG00000160789,6912.98,7735.53,10004.9,4066.08,7146.31,10418.8,18973.4,7714.05,4539.53,7484.69,5610.75,5385.21,4636.67,6261.14,8298.1,15284.6,9748.82
LMNA,ENSG00000113368,13750.3,68829.8,42737,25535.2,28508.2,21571.5,69908.5,21252.3,16756.2,30789.7,11455.6,17360.9,35245.7,14275.2,6006.67,54486.3,23260.6
LMNB1,ENSG00000175130,17440,8686.9,13762.4,8397.92,16843.5,32422.3,22477.4,6809.18,9223.47,11179.4,9654.92,12243.4,6562,10106.2,21201.5,16362,12327
MARCKSL1,ENSG00000127831,1711.25,475.44,2906.31,1499.52,739.828,2668.82,1586.88,158.699,325.575,1633.15,108.577,558.73,272.118,885.698,5592.41,1940.46,1410.95
VIL1,ENSG00000134815,1614.4,885.097,259.009,1280.75,34.952,347.68,347.57,83.0485,41.162,69.8267,112.214,109.744,178.931,1445.18,125.989,503.815,277.29
DHX34,ENSG00000171992,335.599,133.794,553.661,102.745,1420.96,796.622,658.091,480.213,154.288,279.236,505.826,378.795,881.008,698.516,629.1,458.816,22.9546
SYNPO,ENSG00000186716,1974.75,423.424,3160.14,5392.03,538.054,427.892,346.805,3115.9,2046.26,2010.89,541.419,502.843,576.86,5282.93,398.394,9586.2,1501.17
BCR,ENSG00000159842,292.997,858.101,1380.29,490.008,1058.07,563.477,443.808,253.701,1041.91,554.713,480.67,254.346,696.909,1503.44,1505.27,350.847,460.022
ABR,ENSG00000055163,1063.41,1039.55,2642.51,91.0179,934.182,262.907,520.77,1666.37,1164.18,297.925,640.997,104.153,398.366,2387.58,497.128,435.956,321.317
CYFIP2,ENSG00000171148,3356.31,2783.33,2414.38,2691.09,3201.51,305.886,1439.97,2654.32,3606.24,2069.07,1410.76,864.172,2013.84,2150.86,3218.1,1403.44,819.346
TADA3,ENSG00000164654,534.237,434.739,691.226,501.522,1082.37,1848.67,622.154,995.497,396.945,693.404,149.156,137.379,274.031,316.061,3369.49,2834.11,818.932
MIOS,ENSG00000035403,679.537,590.24,993.509,663.011,1339.56,501.284,459.286,942.81,539.258,991.45,1224.45,755.102,1019.76,528.53,1497.95,1270.32,235.445
VCL,ENSG00000116903,29156,23192.1,27075.6,22917.5,18641.1,15534.8,14097.7,21355.3,19338,8164.21,12034.2,4094.1,14333.8,29119.2,64849.9,9238.91,26725.9
EXOC8,ENSG00000178127,2483.55,715.118,2053.86,921.931,1708.98,464.328,1631.85,3013.5,1453.45,654.98,1568.41,286.259,2576.66,1705.38,1207.07,367.436,1646.69
NDUFV2,ENSG00000132463,3300.5,1363.06,1928.58,2680.2,1235.65,2706.96,5332.97,4147.59,1644.91,2992.37,1212.87,2937.91,2585.3,4597.2,3708.79,2744.81,2605.37
GRSF1,ENSG00000101365,3572.75,2485.77,2117.43,2688.42,3614.34,2415.01,2629.45,3065.25,2844.36,8081.44,1982.74,2229.54,4478.5,3132.67,2033.29,3467.12,5564.81
IDH3B,ENSG00000164880,5363.83,3422.37,4985.84,2126.19,1653.31,1611.51,1865.64,1649.24,2138.88,3169.22,1530.5,1565.65,1941.69,5805.9,1520.9,1966.08,1894.94
INTS1,ENSG00000158623,2604.06,2935.2,4234.35,1359.62,3947.33,2148.56,3226.2,2804.49,3308.5,4313.07,2748.75,1562.26,2525.83,2742.37,4136.61,4066.39,681.645
COPG2,ENSG00000181789,5888.39,1839.32,2812.53,1037.06,2116.1,909.488,2623.64,1224.51,851.29,783.813,626.476,296.151,1100.78,2903.07,2118.73,1323.07,841.364
COPG1,ENSG00000108784,7932.14,4013.3,9948.48,4648.35,3394.37,3332.15,2292.03,6979.86,5764.76,1434.46,3389.39,871.928,5900.27,5853.88,7998.55,1564.22,3015.38
NAGLU,ENSG00000157827,432.81,424.655,420.256,261.669,592.531,397.336,847.515,529.154,935.576,887.867,348.354,260.043,962.904,1088.64,623.396,1280.97,132.709
FMNL2,ENSG00000161791,1121.57,2289.12,1993.21,1316.4,1411.94,607.055,4443.54,2999.84,372.058,325.922,1997,192.285,1299.24,638.166,1360.28,3192.45,134.26
FMNL3,ENSG00000184922,494.386,77.7281,722.178,626.21,169.181,276.951,214.477,2374.23,354.689,122.605,545.986,15.167,651.74,345.943,571.449,264.715,56.859
FMNL1,ENSG00000110435,719.969,36.3814,78.1308,53.9122,579.832,113.762,751.36,2963.85,648.677,562.432,464.923,119.523,605.627,535.499,797.856,207.407,591.321
PDHX,ENSG00000065911,2356.12,1612.94,2347.95,2114.16,2259.38,2517.35,2420.61,4848.46,1706.85,2642.09,2133.09,1273.88,3134.45,6188.96,3359.48,4163.57,4718.21
MTHFD2,ENSG00000099864,5335.69,4767.1,4762.61,5180.3,2363.15,3975.79,3741.35,5200.83,1355.87,4292.26,855.356,3253.52,4764.7,7947.96,3557.98,3320.46,4314.8
PALM,ENSG00000161217,498.804,607.629,497.586,218.965,595.59,884.567,4743.63,31.7598,1309.83,5258.85,132.444,4611.75,746.097,708.095,1945.59,5862.76,4266.74
PCYT1A,ENSG00000102230,1345.27,598.829,1716.46,620.975,3196.66,1301.89,729.925,1817.33,559.016,327.677,239.702,236.191,837.815,526.916,2127.07,1320.21,790.567
PCYT1B,ENSG00000115464,477.206,323.879,563.111,260.169,797.403,698.312,170.824,483.242,811.315,488.936,244.861,75.6853,288.903,307.814,968.659,314.027,794.568
USP34,ENSG00000141959,801.806,540.212,1303.69,940.976,4932.89,519.995,3054.15,2004.58,1976.6,2088.11,576.452,201.963,2025.62,1330.74,1817.55,2998.31,173.642
PFKL,ENSG00000067057,2137.13,1955.93,2298.61,2427.22,3920.47,722.47,1585.71,2126.59,2832.41,1090.59,1021.99,420.209,1663.8,1867.17,2271.36,1094.22,561.704
PFKP,ENSG00000152556,6935.4,6785.2,17547.7,3058.27,3941.55,1322.62,3483.84,6173.27,2552.96,666.156,5596.53,968.054,3263.76,2940.89,2308.84,1248.56,5481.12
PFKM,ENSG00000182307,5489.59,3361.55,8549.39,1877.3,4711.11,2124.88,2836.9,4154.31,1567.37,894.617,483.323,671.174,2143.66,1340.03,5878.73,694.01,1680.49
C8orf33,ENSG00000089177,103.656,165.373,161.016,168.887,1535.38,151.673,466.829,667.436,767.161,133.551,822.374,405.209,415.981,1490.28,525.673,330.786,169.482
KIF16B,ENSG00000054523,314.135,349.875,723.72,235.657,2182.5,232.607,713.156,166.097,383.841,854.035,325.998,114.165,712.923,642.031,1612.24,531.41,267.703
KIF1B,ENSG00000090889,805.566,604.41,512.766,41.5146,2337.07,1106.21,844.706,1584.52,1447.15,1449.4,251.892,54.3431,796.538,2425.8,892.522,1169.13,437.594
KIF4A,ENSG00000129250,2007.41,2491.45,4573.71,3137.9,5849.38,3438.63,2045.2,1598.93,2034.6,2622.39,1148.56,2531.38,333.901,1189.26,971.326,1585.76,1606.81
KIF1C,ENSG00000146909,1048.34,376.864,476.342,461.623,1331.82,421.93,904.149,2712.08,924.874,698.22,916.899,243.462,918.724,498.804,1401.21,720.443,1419.71
NOM1,ENSG00000101350,689.918,479.961,1461.11,393.622,3133.45,828.623,1777.79,886.313,1103.84,1254.25,388.474,570.344,757.212,1774.2,1590.14,2049.87,297.007
KIF3B,ENSG00000084731,431.545,180.161,1691.3,543.75,586.072,736.06,201.786,1130.82,905.431,771.446,691.024,197.991,1241.3,591.489,1933.29,693.434,1279.49
KIF3C,ENSG00000159433,451.821,35.0206,320.687,354.854,74.6436,124.73,208.157,245.959,166.889,134.429,71.3261,125.151,617.521,152.911,197.861,1071.18,521.501
STARD9,ENSG00000131437,79.1744,101.336,215.368,41.9471,85.9586,119.172,127.687,95.8599,112.687,205.667,160.095,94.4501,304.376,511.789,216.454,113.672,386.298
KIF3A,ENSG00000082515,1745.11,244.153,1536.54,766.333,322.825,324.096,389.847,647.118,949.53,735.893,288.663,48.2846,1135.95,1593.51,770.519,355.012,591.403
MRPL22,ENSG00000085365,997.668,1011.28,1325.15,693.81,716.661,254.087,315.297,736.822,643.221,833.051,345.299,395.741,505.121,1679.64,768.109,544.172,254.768
SCAMP1,ENSG00000060339,610.019,120.929,1312.61,895.01,175.883,621.286,1389.42,334.273,401.598,493.662,436.734,205.966,849.998,298.022,691.806,514.034,580.239
CCAR1,ENSG00000132522,6120.91,3334.49,6422.61,5381.4,4138.76,8371.97,8363.44,3408.2,3032.8,5251.64,3503.54,2418.33,4006.45,4654.06,4947.96,5583.36,3735.67
GPS2,ENSG00000078967,677.567,537.349,599.78,301.384,1289.31,237.346,2754.2,445.667,567.618,1245.69,182.83,471.076,475.481,319.195,476.491,1708.94,547.393
UBE2D4,ENSG00000130313,242.184,133.917,505.919,44.3336,108.695,137.534,64.4299,226.541,242.158,151.671,64.7994,81.1185,339.325,167.157,95.8162,88.5207,297.395
PGLS,ENSG00000124207,3663.11,2189.04,1421.35,1370.8,600.131,586.464,826.96,2936.38,2126.53,881.436,742.319,278.991,1400.06,547.553,2122.3,400.001,2491.29
CSE1L,ENSG00000012048,7395.85,5777.73,12734.8,6740.16,5139.39,3094.11,4931.36,8424.71,6107.95,3529.14,3674.95,1103.45,5644.28,7204.62,8902.1,2728.54,6647.03
BRCA1,ENSG00000185129,291.96,41.6933,416.659,508.369,525.349,1342.02,524.333,1729.16,350.347,1272.64,564.288,678.615,774.496,563.655,1861.45,2173.96,555.487
PURA,ENSG00000146676,2918.57,1213.56,1541.88,1544.9,1068.31,1276.43,1761.19,1905.52,2606.46,1016.07,1238.96,947.518,1968.72,1817.7,2620.16,2374.9,2311.69
PURB,ENSG00000111358,3646.57,1281.58,939.245,889.605,1165.97,514.029,1102.49,1690.21,1661.47,1060.62,298.873,596.732,917.297,813.312,1554.85,708.302,1065.23
GTF2H3,ENSG00000112984,318.733,338.936,697.542,399.452,278.206,468.184,314.079,787.849,150.677,145.417,411.568,224.88,432.81,501.277,138.82,259.727,119.779
KIF20A,ENSG00000066084,1888.76,1760.33,1559.23,867.253,1391,3247.98,434.023,433.76,1186.24,1399.18,679.249,1335.77,504.399,227.279,531.444,1559.11,549.218
DIP2B,ENSG00000066279,1803.69,1540.42,3867.08,2197.96,2346.7,213.613,1503.8,1666.24,1586.38,1230.15,524.887,466.137,4478.64,1471.8,2335.77,852.598,1050.1
ASPM,ENSG00000115677,24.5552,854.644,549.377,175.289,37.8284,731.083,583.21,954.161,180.414,292.741,364.372,305.961,77.141,111.578,1530.02,399.617,135.158
HDLBP,ENSG00000151414,18598.1,7801.88,15305.5,6597.41,9461.99,9002.08,14611.8,9257.56,8950.26,10947.5,5009.89,3045.8,8761.74,14024.1,8813.48,8736.39,10285.7
NEK7,ENSG00000136167,1024.86,1268.35,623.772,559.078,464.257,518.723,350.987,1087.37,1702.43,213.294,168.997,155.547,376.776,305.577,287.456,259.24,641.075
LCP1,ENSG00000102024,896.48,1150.23,928.796,3475.31,131.25,253.051,480.271,460.848,586.687,596.774,344.987,1568.26,1372.6,2149.73,418.214,422.774,267.768
PLS3,ENSG00000120756,12162.8,7575.76,14246.3,8227.57,13182.1,4337.78,5751.58,13305.4,7793.14,2274.2,3729.89,1265.51,6277.6,3171.48,6202.48,1571.36,3247.43
PLS1,ENSG00000001629,4044.39,1279.95,2060.14,2782.06,8758.71,855.072,3344.11,2417.17,1738.41,4051.99,1693.89,338.822,1554.22,3513.73,2384.9,946.416,1442.13
TANK,ENSG00000167699,488.499,319.983,463.66,402.248,460.316,124.399,252.551,1205.21,905.25,273.551,652.102,69.9034,648.191,220.564,1110.49,159.049,698.092
ANKIB1,ENSG00000103995,1050.74,263.445,530.858,236.393,407.423,188.368,120.119,335.887,464.626,649.624,897.624,297.584,1024.37,1127.41,742.239,782.664,398.666
GLOD4,ENSG00000006530,4685.92,1415.7,4128.57,1164.5,2344.28,2419.06,2181.13,5098.39,2615.9,1102.14,890.64,405.598,1605.78,2816.7,7616.7,2322.33,8746.21
CEP152,ENSG00000047056,239.92,49.2074,162.934,202.282,234.466,24.888,125.835,362.675,171.005,413.316,475.075,226.224,342.649,504.89,436.876,298.859,146.257
AGK,ENSG00000114062,2518.67,2613.39,5357.85,3132.89,3232.53,2740.79,2470.43,1760.06,1880.7,5328.16,648.68,2398.06,1790.1,4665.17,2460.28,4839.06,2573.79
WDR37,ENSG00000164535,1059.93,317.264,986.947,693.804,669.168,542.732,678.205,793.899,478.336,285.257,364.143,237.467,968.314,1022.81,1322.76,990.773,1416.39
UBE3A,ENSG00000100403,1999.61,1527.6,2827.94,1104.07,2070.44,289.664,1524.1,1923.61,1670.72,699.047,882.596,215.73,1125.32,1745.81,3199.02,914.413,536.82
DAGLB,ENSG00000122299,442.017,215.101,1017.08,504.244,1140.68,212.416,930.893,749.873,454.342,279.744,241.009,107.77,510.269,497.996,849.721,466.219,209.493
ZC3H7B,ENSG00000166439,1232.79,505.89,2162.15,615.51,774.301,491.774,849.221,1826.62,1246.01,797.815,855.962,356.737,1727.31,1093.32,2761.56,1009.96,382.981
ZC3H7A,ENSG00000100266,1406.39,976.676,1545.11,968.699,1441.79,166.907,1150.69,1962.83,1843.78,1611.73,518.864,308.649,2154.68,1503.75,2970.75,3240.98,1555.36
RNF169,ENSG00000028528,394.224,619.511,321.078,265.637,1284.55,2130.28,1067.81,1276.38,743.27,1494.41,895.539,1020.11,938.43,773.793,1183.98,1149.21,960.644
PACSIN2,ENSG00000067064,4804.99,1823.09,2188.68,3773.34,2596.67,1405.98,5103.37,3070.93,2388.36,921.74,2163.84,276.713,3644.59,1931.63,3187.66,793.608,5142.96
SNX1,ENSG00000122257,5022.6,1722.45,3122.1,599.902,2009.8,2532.54,795.048,2127.58,1416.04,754.483,998.875,144.844,2812.49,1570.11,3434.47,903.57,3581.9
IDI1,ENSG00000137106,2282.13,979.09,1195.53,817.796,1735.62,408.642,443.517,2062.58,677.474,323.042,166.708,258.619,1164.7,1188.95,1127.05,259.788,1943.05
RBBP6,ENSG00000115159,3012.45,3644.45,3910.34,3311.41,4577.02,8271.55,7408.66,2948.57,2212.92,3794.32,3074.49,2627.02,2917.03,4231.21,11493,11232.4,3016.08
GRHPR,ENSG00000113712,3966.53,1158.28,2200.17,1211.41,1520.34,1292.83,1614.66,3009.64,3018.04,2257.89,1302.33,642.878,2013.68,1801.88,2190.4,1149.52,2804.04
GPD2,ENSG00000171634,8340.87,8140.08,5972.38,4635.38,10007.6,3827.32,6396.16,2209,4708.48,7355.81,1775.75,2904.61,7344.21,5692.96,4169.7,9209.41,951.993
